Unnamed: 0,ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
541,595,Flavin reductase (NADPH),BLVRB,1384068.0,D26308,P30043,BLVRB_HUMAN,1HDO; 1HE2; 1HE3; 1HE4; 1HE5,,BLVRB,HGNC:1063,Humans,DB00140; DB00157; DB02073; DB03247; DB03461; DB04345; DB04363
542,596,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,NDUFB9,5326828.0,AF044956,Q9Y6M9,NDUB9_HUMAN,,,NDUFB9,HGNC:7704,Humans,DB00157
544,599,ADP/ATP translocase 1,SLC25A4,339920.0,J02966,P12235,ADT1_HUMAN,,,SLC25A4,HGNC:10990,Humans,DB00171; DB00720; DB01077; DB01736; DB02426; DB03429; DB04178
545,600,Fatty aldehyde dehydrogenase,ALDH3A2,1082036.0,L47162,P51648,AL3A2_HUMAN,4QGK,,ALDH3A2,HGNC:403,Humans,DB00157
546,601,Solute carrier family 12 member 4,SLC12A4,1399212.0,U55054,Q9UP95,S12A4_HUMAN,,,SLC12A4,HGNC:10913,Humans,DB00761; DB00887
547,602,Glutamate decarboxylase 2,GAD2,182934.0,M81882,Q05329,DCE2_HUMAN,1ES0; 2OKK,,GAD2,HGNC:4093,Humans,DB00142
548,603,Phosphoserine aminotransferase,PSAT1,5326802.0,AF113132,Q9Y617,SERC_HUMAN,3E77,,PSAT1,HGNC:19129,Humans,DB00114; DB00142
549,604,NADP-dependent malic enzyme,ME1,495123.0,X77244,P48163,MAOX_HUMAN,2AW5; 3WJA,,ME1,HGNC:6983,Humans,DB00157; DB03461
550,605,"Isobutyryl-CoA dehydrogenase, mitochondrial",ACAD8,6465955.0,AF126245,Q9UKU7,ACAD8_HUMAN,1RX0,,ACAD8,HGNC:87,Humans,DB01675; DB03147
551,606,Glutamate--cysteine ligase regulatory subunit,GCLM,530137.0,L35546,P48507,GSH0_HUMAN,,,GCLM,HGNC:4312,Humans,DB00142; DB00151
552,607,"Asparagine--tRNA ligase, cytoplasmic",NARS,2764505.0,AJ000334,O43776,SYNC_HUMAN,,,NARS,HGNC:7643,Humans,DB00174
553,608,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",DDAH2,4454710.0,AF070667,O95865,DDAH2_HUMAN,,,DDAH2,HGNC:2716,Humans,DB00155
554,609,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial",PDHA2,190790.0,M86808,P29803,ODPAT_HUMAN,,,PDHA2,HGNC:8807,Humans,DB00157
555,610,Prostaglandin F2-alpha receptor,PTGFR,456564.0,L24470,P43088,PF2R_HUMAN,,,PTGFR,HGNC:9600,Humans,DB00287; DB00654; DB00905; DB01160; DB08819; DB11660
557,613,tRNA wybutosine-synthesizing protein 4,LCMT2,40788285.0,AB011119,O60294,TYW4_HUMAN,,,LCMT2,HGNC:17558,Humans,DB00149
558,614,Tyrosine 3-monooxygenase,TH,37127.0,Y00414,P07101,TY3H_HUMAN,2XSN; 4J6S,,TH,HGNC:11782,Humans,DB00120; DB00135; DB00360; DB00765; DB03552; DB04400
559,615,Choline-phosphate cytidylyltransferase A,PCYT1A,575486.0,L28957,P49585,PCY1A_HUMAN,,,PCYT1A,HGNC:8754,Humans,DB00122; DB14006
561,617,"C-1-tetrahydrofolate synthase, cytoplasmic",MTHFD1,307178.0,J04031,P11586,C1TC_HUMAN,1A4I; 1DIA; 1DIB; 1DIG,,MTHFD1,HGNC:7432,Humans,DB00116; DB00157; DB02358; DB03461; DB04322
562,618,"Glycine dehydrogenase (decarboxylating), mitochondrial",GLDC,190287.0,M63635,P23378,GCSP_HUMAN,,,GLDC,HGNC:4313,Humans,DB00114
563,619,Potassium-transporting ATPase subunit beta,ATP4B,184105.0,M75110,P51164,ATP4B_HUMAN,,,ATP4B,HGNC:820,Humans,DB05351
565,622,Aldo-keto reductase family 1 member C2,AKR1C2,531160.0,U05598,P52895,AK1C2_HUMAN,1IHI; 1J96; 1XJB; 2HDJ; 2IPJ; 4JQ1; 4JQ2; 4JQ3; 4JQ4; 4JQA; 4JTQ; 4JTR; 4L1W; 4L1X,,AKR1C2,HGNC:385,Humans,DB00157; DB01586; DB03461; DB06777; DB07768
566,623,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,190742.0,M31724,P18031,PTN1_HUMAN,1A5Y; 1AAX; 1BZC; 1BZH; 1BZJ; 1C83; 1C84; 1C85; 1C86; 1C87; 1C88; 1ECV; 1EEN; 1EEO; 1G1F; 1G1G; 1G1H; 1G7F; 1G7G; 1GFY; 1I57; 1JF7; 1KAK; 1KAV; 1L8G; 1LQF; 1NL9; 1NNY; 1NO6; 1NWE; 1NWL; 1NZ7; 1OEM; 1OEO; 1OES; 1OET; 1OEU; 1OEV; 1ONY; 1ONZ; 1PA1; 1PH0; 1PTT; 1PTU; 1PTV; 1PTY; 1PXH; 1PYN; 1Q1M; 1Q6J; 1Q6M; 1Q6N; 1Q6P; 1Q6S; 1Q6T; 1QXK; 1SUG; 1T48; 1T49; 1T4J; 1WAX; 1XBO; 2AZR; 2B07; 2B4S; 2BGD; 2BGE; 2CM2; 2CM3; 2CM7; 2CM8; 2CMA; 2CMB; 2CMC; 2CNE; 2CNF; 2CNG; 2CNH; 2CNI; 2F6F; 2F6T; 2F6V; 2F6W; 2F6Y; 2F6Z; 2F70; 2F71; 2FJM; 2FJN; 2H4G; 2H4K; 2HB1; 2HNP; 2HNQ; 2NT7; 2NTA; 2QBP; 2QBQ; 2QBR; 2QBS; 2VEU; 2VEV; 2VEW; 2VEX; 2VEY; 2ZMM; 2ZN7; 3A5J; 3A5K; 3CWE; 3D9C; 3EAX; 3EB1; 3EU0; 3I7Z; 3I80; 3QKP; 3QKQ; 3SME; 3ZMP; 3ZMQ; 3ZV2; 4BJO; 4I8N; 4QAH; 4QAP; 4QBE; 4QBW; 4Y14; 4ZRT,,PTPN1,HGNC:9642,Humans,DB01734; DB01820; DB02014; DB02072; DB02259; DB02420; DB02436; DB02615; DB02620; DB02622; DB02651; DB02662; DB02784; DB02827; DB02977; DB03102; DB03154; DB03311; DB03483; DB03557; DB03661; DB03670; DB03714; DB03982; DB04001; DB04088; DB04142; DB04204; DB04285; DB04525; DB04800; DB05506; DB06333; DB06521; DB06829; DB06887; DB07130; DB07134; DB07197; DB07263; DB07289; DB07295; DB07298; DB07480; DB07651; DB07719; DB07730; DB08001; DB08003; DB08147; DB08371; DB08397; DB08549; DB08591; DB08593; DB08783
567,624,ADP/ATP translocase 3,SLC25A6,339723.0,J03592,P12236,ADT3_HUMAN,,,SLC25A6,HGNC:10992,Humans,DB00720; DB01077
568,626,Acetyl-CoA carboxylase 1,ACACA,849083.0,U19822,Q13085,ACACA_HUMAN,2YL2; 3COJ; 4ASI,,ACACA,HGNC:84,Humans,DB00121
569,628,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CSF2RA,32089.0,X17648,P15509,CSF2R_HUMAN,4NKQ; 4RS1,,CSF2RA,HGNC:2435,Humans,DB05194
570,629,Hemoglobin subunit beta,HBB,455997.0,U01317,P68871,HBB_HUMAN,1A00; 1A01; 1A0U; 1A0Z; 1A3N; 1A3O; 1ABW; 1ABY; 1AJ9; 1B86; 1BAB; 1BBB; 1BIJ; 1BUW; 1BZ0; 1BZ1; 1BZZ; 1C7B; 1C7C; 1C7D; 1CBL; 1CBM; 1CH4; 1CLS; 1CMY; 1COH; 1DKE; 1DXT; 1DXU; 1DXV; 1FN3; 1G9V; 1GBU; 1GBV; 1GLI; 1GZX; 1HAB; 1HAC; 1HBA; 1HBB; 1HBS; 1HCO; 1HDB; 1HGA; 1HGB; 1HGC; 1HHO; 1IRD; 1J3Y; 1J3Z; 1J40; 1J41; 1J7S; 1J7W; 1J7Y; 1JY7; 1K0Y; 1K1K; 1KD2; 1LFL; 1LFQ; 1LFT; 1LFV; 1LFY; 1LFZ; 1LJW; 1M9P; 1MKO; 1NEJ; 1NIH; 1NQP; 1O1I; 1O1J; 1O1K; 1O1L; 1O1M; 1O1N; 1O1O; 1O1P; 1QI8; 1QSH; 1QSI; 1QXD; 1QXE; 1R1X; 1R1Y; 1RPS; 1RQ3; 1RQ4; 1RQA; 1RVW; 1SDK; 1SDL; 1THB; 1UIW; 1VWT; 1XXT; 1XY0; 1XYE; 1XZ2; 1XZ4; 1XZ5; 1XZ7; 1XZU; 1XZV; 1Y09; 1Y0A; 1Y0C; 1Y0D; 1Y0T; 1Y0W; 1Y22; 1Y2Z; 1Y31; 1Y35; 1Y45; 1Y46; 1Y4B; 1Y4F; 1Y4G; 1Y4P; 1Y4Q; 1Y4R; 1Y4V; 1Y5F; 1Y5J; 1Y5K; 1Y7C; 1Y7D; 1Y7G; 1Y7Z; 1Y83; 1Y85; 1Y8W; 1YDZ; 1YE0; 1YE1; 1YE2; 1YEN; 1YEO; 1YEQ; 1YEU; 1YEV; 1YFF; 1YG5; 1YGD; 1YGF; 1YH9; 1YHE; 1YHR; 1YIE; 1YIH; 1YVQ; 1YVT; 1YZI; 2D5Z; 2D60; 2DN1; 2DN2; 2DN3; 2DXM; 2H35; 2HBC; 2HBD; 2HBE; 2HBF; 2HBS; 2HCO; 2HHB; 2HHD; 2HHE; 2M6Z; 2W6V; 2W72; 2YRS; 3B75; 3D17; 3D7O; 3DUT; 3HHB; 3HXN; 3IC0; 3IC2; 3KMF; 3NL7; 3NMM; 3ODQ; 3ONZ; 3OO4; 3OO5; 3P5Q; 3QJB; 3QJC; 3QJD; 3QJE; 3R5I; 3S65; 3S66; 3SZK; 3W4U; 3WCP; 3WHM; 4FC3; 4HHB; 4IJ2; 4L7Y; 4M4A; 4M4B; 4MQC; 4MQG; 4MQH; 4MQI; 4N7N; 4N7O; 4N7P; 4N8T; 4NI0; 4NI1; 4ROL; 4ROM; 4WJG; 4X0I; 4X0L; 4XS0; 5E29; 5E6E; 5EE4; 6HBW,,HBB,HGNC:4827,Humans,DB00893; DB01593; DB02126; DB06154; DB07427; DB07428; DB07645; DB08077; DB08262; DB08486; DB08632; DB09112; DB09130; DB09147; DB09517; DB13995; DB14487; DB14533; DB14548
572,631,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,4958858.0,AB020593,Q9Y233,PDE10_HUMAN,1LRB; 2OUN; 2OUP; 2OUQ; 2OUR; 2OUS; 2OUU; 2OUV; 2OUY; 2WEY; 2Y0J; 2ZMF; 3SN7; 3SNI; 3SNL; 3UI7; 3UUO; 3WI2; 3WS8; 3WS9; 3WYK; 3WYL; 3WYM; 4AEL; 4AJD; 4AJF; 4AJG; 4AJM; 4BBX; 4DDL; 4DFF; 4FCB; 4FCD; 4HEU; 4HF4; 4LKQ; 4LLJ; 4LLK; 4LLP; 4LLX; 4LM0; 4LM1; 4LM2; 4LM3; 4LM4; 4MRW; 4MRZ; 4MS0; 4MSA; 4MSC; 4MSE; 4MSH; 4MSN; 4MUW; 4MVH; 4P0N; 4P1R; 4PHW; 4TPM; 4TPP; 4WN1; 4XY2; 4YQH; 4YS7; 4ZO5; 5AXP; 5AXQ; 5C1W; 5C28; 5C29; 5C2A; 5C2H,,PDE10A,HGNC:8772,Humans,DB00975; DB01113; DB08383; DB08384; DB08386; DB08387; DB08389; DB08391; DB08811; DB08814
573,632,Kappa-type opioid receptor,OPRK1,532060.0,U11053,P41145,OPRK_HUMAN,2A0D; 2IQN; 4DJH,,OPRK1,HGNC:8154,Humans,DB00193; DB00289; DB00295; DB00318; DB00321; DB00327; DB00370; DB00396; DB00454; DB00497; DB00514; DB00555; DB00611; DB00647; DB00652; DB00704; DB00708; DB00813; DB00825; DB00836; DB00844; DB00854; DB00899; DB00921; DB01183; DB01209; DB01221; DB01238; DB01439; DB01452; DB01497; DB01535; DB01548; DB01565; DB01571; DB05046; DB05104; DB05155; DB05443; DB06148; DB06204; DB06230; DB06274; DB06288; DB06409; DB06738; DB06800; DB09173; DB09209; DB09272; DB11130; DB11186; DB11691; DB11938; DB12543; DB14146
575,634,Serine/threonine-protein kinase B-raf,BRAF,41387220.0,M95712,P15056,BRAF_HUMAN,1UWH; 1UWJ; 2FB8; 2L05; 3C4C; 3D4Q; 3IDP; 3II5; 3NY5; 3OG7; 3PPJ; 3PPK; 3PRF; 3PRI; 3PSB; 3PSD; 3Q4C; 3Q96; 3SKC; 3TV4; 3TV6; 4DBN; 4E26; 4E4X; 4EHE; 4EHG; 4FC0; 4FK3; 4G9C; 4G9R; 4H58; 4JVG; 4KSP; 4KSQ; 4MBJ; 4MNE; 4MNF; 4PP7; 4WO5; 4XV1; 4XV2; 4XV3; 4XV9; 5C9C; 5CT7,,BRAF,HGNC:1097,Humans,DB00398; DB05190; DB05984; DB06999; DB07000; DB08553; DB08881; DB08896; DB08912; DB11718; DB12010; DB14840
576,635,Hydroxycarboxylic acid receptor 2,HCAR2,28975188.0,AY148884,Q8TDS4,HCAR2_HUMAN,,,GPR109A,HGNC:24827,Humans,DB00257; DB00627; DB08949
577,637,UMP-CMP kinase,CMPK1,6578133.0,AF070416,P30085,KCY_HUMAN,1TEV,,CMPK,HGNC:18170,Humans,DB00441; DB03403; DB03435; DB03664; DB04444
578,639,Long-chain-fatty-acid--CoA ligase 1,ACSL1,219900.0,D10040,P33121,ACSL1_HUMAN,,,ACSL1,HGNC:3569,Humans,DB00131; DB00171
579,640,Glutamate receptor 1,GRIA1,183281.0,M64752,P42261,GRIA1_HUMAN,,,GRIA1,HGNC:4571,Humans,DB00142; DB00237; DB00555; DB00753; DB00898; DB01028; DB01189; DB01236; DB04982; DB05047; DB06247; DB08883; DB09289; DB13146
580,641,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,20372905.0,AJ416950,Q8TCU5,NMD3A_HUMAN,,,GRIN3A,HGNC:16767,Humans,DB00142; DB00392; DB00514; DB00721; DB00898; DB00915; DB01159; DB01173; DB01221; DB01520; DB01549; DB03575; DB04926; DB06151
581,642,72 kDa type IV collagenase,MMP2,180671.0,J03210,P08253,MMP2_HUMAN,1CK7; 1CXW; 1EAK; 1GEN; 1GXD; 1HOV; 1J7M; 1KS0; 1QIB; 1RTG; 3AYU,,MMP2,HGNC:7166,Humans,DB00786; DB01197; DB01630; DB04866; DB05387; DB12843
582,644,ATP-sensitive inward rectifier potassium channel 1,KCNJ1,529313.0,U12541,P48048,KCNJ1_HUMAN,,,KCNJ1,HGNC:6255,Humans,DB00217; DB00222; DB00350; DB00414; DB01124; DB01382; DB08838
583,645,UDP-glucose 6-dehydrogenase,UGDH,3127127.0,AF061016,O60701,UGDH_HUMAN,2Q3E; 2QG4; 3ITK; 3KHU; 3PRJ; 3PTZ; 3TDK; 3TF5; 4EDF; 4QEJ; 4RJT,,UGDH,HGNC:12525,Humans,DB00157; DB09130
584,647,Sodium-dependent dopamine transporter,SLC6A3,553260.0,M96670,Q01959,SC6A3_HUMAN,,,SLC6A3,HGNC:11049,Humans,DB00182; DB00191; DB00245; DB00285; DB00408; DB00422; DB00454; DB00458; DB00476; DB00543; DB00579; DB00721; DB00726; DB00745; DB00830; DB00852; DB00865; DB00907; DB00937; DB00988; DB01104; DB01105; DB01114; DB01146; DB01149; DB01156; DB01161; DB01175; DB01238; DB01442; DB01454; DB01463; DB01472; DB01576; DB01577; DB03701; DB04821; DB04947; DB06148; DB06156; DB06333; DB06413; DB06700; DB06701; DB12305; DB14754; DB16629
585,648,"Glutathione reductase, mitochondrial",GSR,31825.0,X15722,P00390,GSHR_HUMAN,1ALG; 1BWC; 1DNC; 1GRA; 1GRB; 1GRE; 1GRF; 1GRG; 1GRH; 1GRT; 1GSN; 1K4Q; 1XAN; 2AAQ; 2GH5; 2GRT; 3DJG; 3DJJ; 3DK4; 3DK8; 3DK9; 3GRS; 3GRT; 3SQP; 4GR1; 4GRT; 5GRT,,GSR,HGNC:4623,Humans,DB00143; DB00157; DB00262; DB01644; DB02153; DB02553; DB02895; DB03147; DB03310; DB03867; DB07393; DB07714; DB09061; DB09130; DB14011
586,650,5-hydroxytryptamine receptor 7,HTR7,1857143.0,U68487,P34969,5HT7R_HUMAN,,,HTR7,HGNC:5302,Humans,DB00246; DB00247; DB00248; DB00315; DB00321; DB00363; DB00408; DB00434; DB00458; DB00477; DB00502; DB00543; DB00589; DB00734; DB00751; DB00924; DB00934; DB00953; DB00988; DB01200; DB01224; DB01238; DB01267; DB04946; DB04948; DB06148; DB06216; DB06288; DB08815; DB09068; DB09128; DB09225; DB13988; DB14185
587,652,Folate receptor gamma,FOLR3,473236.0,Z32564,P41439,FOLR3_HUMAN,,,FOLR3,HGNC:3795,Humans,DB00158; DB05168
588,653,Retinoic acid receptor responder protein 1,RARRES1,942585.0,U27185,P49788,TIG1_HUMAN,,,RARRES1,HGNC:9867,Humans,DB00755
589,654,Erythropoietin receptor,EPOR,182245.0,M60459,P19235,EPOR_HUMAN,1CN4; 1EBA; 1EBP; 1EER; 1ERN; 2JIX; 2MV6; 4Y5V; 4Y5X; 4Y5Y,,EPOR,HGNC:3416,Humans,DB07637
590,655,NADH-ubiquinone oxidoreductase chain 2,MT-ND2,2052363.0,J01415,P03891,NU2M_HUMAN,,,MT-ND2,HGNC:7456,Humans,DB00157
591,656,"Troponin I, cardiac muscle",TNNI3,37428.0,X54163,P19429,TNNI3_HUMAN,1J1D; 1J1E; 1LXF; 1MXL; 1OZS; 2KGB; 2KRD; 2L1R; 2MZP,,TNNI3,HGNC:11947,Humans,DB04513
592,657,Cytosolic phospholipase A2,PLA2G4A,190007.0,M72393,P47712,PA24A_HUMAN,1BCI; 1CJY; 1RLW,,PLA2G4A,HGNC:9035,Humans,DB00588; DB00721; DB01103; DB04552; DB06311; DB13867
593,659,5-hydroxytryptamine receptor 1D,HTR1D,177772.0,M89955,P28221,5HT1D_HUMAN,,,HTR1D,HGNC:5289,Humans,DB00216; DB00246; DB00248; DB00315; DB00320; DB00321; DB00363; DB00408; DB00574; DB00589; DB00669; DB00696; DB00714; DB00726; DB00734; DB00918; DB00935; DB00952; DB00953; DB00998; DB01186; DB01200; DB01224; DB01238; DB01267; DB01392; DB04948; DB06096; DB14185
594,660,Serine palmitoyltransferase 2,SPTLC2,2564249.0,Y08686,O15270,SPTC2_HUMAN,,,SPTLC2,HGNC:11278,Humans,DB00114; DB00133
595,662,GDP-L-fucose synthase,TSTA3,1381179.0,U58766,Q13630,FCL_HUMAN,4B8W; 4B8Z; 4BKP; 4BL5; 4E5Y,,TSTA3,HGNC:12390,Humans,DB00157
596,663,Retinoic acid receptor alpha,RARA,36157.0,X06614,P10276,RARA_HUMAN,1DKF; 1DSZ; 3A9E; 3KMR; 3KMZ; 4DQM,,RARA,HGNC:9864,Humans,DB00210; DB00459; DB00523; DB00755; DB00799; DB00926; DB00982; DB04942; DB05785; DB12808
598,665,Activin receptor type-1B,ACVR1B,402189.0,Z22536,P36896,ACV1B_HUMAN,,,ACVR1B,HGNC:172,Humans,DB00171; DB12010
599,666,Neuron-specific vesicular protein calcyon,CALY,6980076.0,AF225903,Q9NYX4,CALY_HUMAN,,,DRD1IP,HGNC:17938,Humans,DB00363; DB00831; DB05419; DB05432
600,667,Alanine aminotransferase 1,GPT,1763096.0,U70732,P24298,ALAT1_HUMAN,,,GPT,HGNC:4552,Humans,DB00114; DB00142; DB00160; DB00780
601,668,Mineralocorticoid receptor,NR3C2,307166.0,M16801,P08235,MCR_HUMAN,1Y9R; 1YA3; 2A3I; 2AA2; 2AA5; 2AA6; 2AA7; 2AAX; 2AB2; 2ABI; 2OAX; 3VHU; 3VHV; 3WFF; 3WFG; 4PF3; 4TNT,,NR3C2,HGNC:7979,Humans,DB00393; DB00396; DB00421; DB00588; DB00624; DB00687; DB00700; DB01013; DB01023; DB01134; DB01395; DB02901; DB02998; DB04630; DB04652; DB06780; DB08906; DB13867; DB13943; DB13944; DB13951; DB15114; DB16165
602,669,Monocarboxylate transporter 1,SLC16A1,561722.0,L31801,P53985,MOT1_HUMAN,,,SLC16A1,HGNC:10922,Humans,DB00119; DB09338
603,671,Argininosuccinate synthase,ASS1,28872.0,X01630,P00966,ASSY_HUMAN,2NZ2,,ASS1,HGNC:758,Humans,DB00125; DB00128; DB00155; DB00171
604,672,Potassium voltage-gated channel subfamily KQT member 1,KCNQ1,2465531.0,AF000571,P51787,KCNQ1_HUMAN,3BJ4; 3HFC; 3HFE; 4UMO; 4V0C,,KCNQ1,HGNC:6294,Humans,DB01244; DB04855; DB04957; DB06089; DB11633
605,673,Phosphatidylserine decarboxylase proenzyme,PISD,57997016.0,AL050371,Q9UG56,PISD_HUMAN,,,PISD,HGNC:8999,Humans,DB00144
606,675,Anti-Muellerian hormone type-2 receptor,AMHR2,1212944.0,X89013,Q16671,AMHR2_HUMAN,,,AMHR2,HGNC:465,Humans,DB00171
607,676,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NDUFB8,4164448.0,AF044958,O95169,NDUB8_HUMAN,,,NDUFB8,HGNC:7703,Humans,DB00157
608,677,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,4115829.0,AB022017,Q13131,AAPK1_HUMAN,4RED; 4RER; 4REW,,PRKAA1,HGNC:9376,Humans,DB00131; DB00171; DB00914; DB12010
609,678,Acid-sensing ion channel 2,ASIC2,1256017.0,U50352,Q16515,ASIC2_HUMAN,,,ACCN1,HGNC:99,Humans,DB00594
610,679,Voltage-dependent calcium channel gamma-1 subunit,CACNG1,306473.0,L07738,Q06432,CCG1_HUMAN,,,CACNG1,HGNC:1405,Humans,DB00308; DB00343; DB00528; DB00898; DB04842
611,680,Potassium channel subfamily K member 6,KCNK6,4559312.0,AF134149,Q9Y257,KCNK6_HUMAN,,,KCNK6,HGNC:6281,Humans,DB00308; DB00908
613,683,Pancreatic triacylglycerol lipase,PNLIP,339597.0,J05125,P16233,LIPP_HUMAN,1LPA; 1LPB; 1N8S,,PNLIP,HGNC:9155,Humans,DB01083; DB02451; DB04233; DB06586; DB08222; DB09093
614,684,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,NDUFA3,4164444.0,AF044955,O95167,NDUA3_HUMAN,,,NDUFA3,HGNC:7686,Humans,DB00157
615,685,Sex hormone-binding globulin,SHBG,296673.0,X16349,P04278,SHBG_HUMAN,1D2S; 1F5F; 1KDK; 1KDM; 1LHN; 1LHO; 1LHU; 1LHV; 1LHW,,SHBG,HGNC:10839,Humans,DB00179; DB00255; DB00367; DB00396; DB00539; DB00655; DB00675; DB00882; DB00890; DB01094; DB01593; DB01645; DB03467; DB04216; DB04429; DB04468; DB04573; DB04824; DB09371; DB11221; DB11478; DB11619; DB11674; DB14487; DB14533; DB14548; DB14641
617,687,Thyroid hormone receptor alpha,THRA,825639.0,X55074,P10827,THA_HUMAN,1NAV; 2H77; 2H79; 3HZF; 3ILZ; 3JZB; 4LNW; 4LNX,,THRA,HGNC:11796,Humans,DB00279; DB00451; DB00509; DB01583; DB03176; DB04855; DB05035; DB05235
618,688,Free fatty acid receptor 1,FFAR1,2612946.0,AF024687,O14842,FFAR1_HUMAN,4PHU,,FFAR1,HGNC:4498,Humans,DB00159
619,689,Fibroblast growth factor 1,FGF1,181942.0,M13361,P05230,FGF1_HUMAN,1AXM; 1DJS; 1DZC; 1DZD; 1E0O; 1EVT; 1HKN; 1JQZ; 1JT3; 1JT4; 1JT5; 1JT7; 1JTC; 1JY0; 1K5U; 1K5V; 1M16; 1NZK; 1P63; 1PZZ; 1Q03; 1Q04; 1QCT; 1RG8; 1RML; 1RY7; 1YTO; 1Z2V; 1Z4S; 2AFG; 2AQZ; 2AXM; 2ERM; 2HW9; 2HWA; 2HWM; 2HZ9; 2K43; 2K4A; 2K8R; 2KI4; 2KI6; 2LDN; 2NTD; 2Q9X; 2RQ9; 3B9U; 3BA4; 3BA5; 3BA7; 3BAD; 3BAG; 3BAH; 3BAO; 3BAQ; 3BAU; 3BAV; 3BB2; 3CQA; 3CRG; 3CRH; 3CRI; 3CU1; 3FGM; 3FJ8; 3FJ9; 3FJA; 3FJB; 3FJC; 3FJD; 3FJE; 3FJF; 3FJH; 3FJI; 3FJJ; 3FJK; 3HOM; 3JUT; 3K1X; 3O3Q; 3OJ2; 3OJM; 3OJV; 3UD7; 3UD8; 3UD9; 3UDA; 4J23; 4Q91; 4Q9G; 4Q9P; 4QAL; 4QBC; 4QBV; 4QC4; 4QO3,,FGF1,HGNC:3665,Humans,DB00686; DB01025; DB01109; DB01901; DB01942; DB02264; DB03959; DB04409; DB06589; DB08238
621,691,Voltage-dependent calcium channel subunit alpha-2/delta-1,CACNA2D1,179762.0,M76559,P54289,CA2D1_HUMAN,,,CACNA2D1,HGNC:1399,Humans,DB00230; DB00270; DB00308; DB00401; DB00622; DB00996; DB01023; DB01054; DB04838; DB06712; DB08872
622,692,Tyrosine aminotransferase,TAT,36713.0,X52520,P17735,ATTY_HUMAN,3DYD,,TAT,HGNC:11573,Humans,DB00114; DB00120; DB00135; DB00142
623,693,"Indoleamine 2,3-dioxygenase 1",IDO1,306956.0,M34455,P14902,I23O1_HUMAN,2D0T; 2D0U; 4PK5; 4PK6; 4U72; 4U74,,INDO,HGNC:6059,Humans,DB00435; DB09061; DB14011
624,694,Beta-2 adrenergic receptor,ADRB2,29371.0,Y00106,P07550,ADRB2_HUMAN,1GQ4; 2R4R; 2R4S; 2RH1; 3D4S; 3KJ6; 3NY8; 3NY9; 3NYA; 3P0G; 3PDS; 3SN6; 4GBR; 4LDE; 4LDL; 4LDO; 4QKX,,ADRB2,HGNC:286,Humans,DB00127; DB00195; DB00221; DB00248; DB00264; DB00335; DB00368; DB00373; DB00397; DB00449; DB00489; DB00521; DB00571; DB00598; DB00612; DB00668; DB00816; DB00841; DB00852; DB00866; DB00867; DB00871; DB00901; DB00925; DB00938; DB00960; DB00983; DB01001; DB01064; DB01102; DB01136; DB01151; DB01182; DB01193; DB01203; DB01210; DB01214; DB01238; DB01274; DB01288; DB01291; DB01295; DB01359; DB01364; DB01366; DB01407; DB01408; DB01580; DB01917; DB03566; DB04846; DB04861; DB05039; DB05590; DB05849; DB06216; DB06262; DB06814; DB07543; DB08807; DB08808; DB09013; DB09080; DB09082; DB09185; DB09204; DB09273; DB11124; DB11587; DB12248; DB13139; DB13624
625,695,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,182628.0,M34539,P62942,FKB1A_HUMAN,1A7X; 1B6C; 1BKF; 1BL4; 1D6O; 1D7H; 1D7I; 1D7J; 1EYM; 1F40; 1FAP; 1FKB; 1FKD; 1FKF; 1FKG; 1FKH; 1FKI; 1FKJ; 1FKR; 1FKS; 1FKT; 1J4H; 1J4I; 1J4R; 1NSG; 1QPF; 1QPL; 2DG3; 2DG4; 2DG9; 2FAP; 2FKE; 2PPN; 2PPO; 2PPP; 2RSE; 3FAP; 3H9R; 3MDY; 4DH0; 4FAP; 4IPX; 4N19; 4ODP; 4ODQ; 4ODR,,FKBP1A,HGNC:3711,Humans,DB00337; DB00864; DB01712; DB01723; DB01951; DB02311; DB02888; DB03338; DB03621; DB04012; DB04094; DB05814; DB08231; DB08520; DB08597
626,697,Retinoic acid-induced protein 3,GPRC5A,4063890.0,AF095448,Q8NFJ5,RAI3_HUMAN,,,GPRC5A,HGNC:9836,Humans,DB00755
627,698,"Pyruvate carboxylase, mitochondrial",PC,458236.0,U04641,P11498,PYC_HUMAN,3BG3; 3BG9,,PC,HGNC:8636,Humans,DB00119; DB00121; DB07497
628,699,Potassium voltage-gated channel subfamily H member 7,KCNH7,4104136.0,AF032897,Q9NS40,KCNH7_HUMAN,,,KCNH7,HGNC:18863,Humans,DB00308; DB01162
